Model,Month,Sales,Color,Region,Date
Maruti Suzuki Alto K10,01-07-2014,858,Grey,Mumbai,01-07-2014
Maruti Suzuki Alto K10,01-08-2014,980,Grey,Mumbai,01-08-2014
Maruti Suzuki Alto K10,01-09-2014,419,Grey,Mumbai,01-09-2014
Maruti Suzuki Alto K10,01-10-2014,915,Grey,Mumbai,01-10-2014
Maruti Suzuki Alto K10,01-11-2014,835,Grey,Mumbai,01-11-2014
Maruti Suzuki Alto K10,01-12-2014,335,Grey,Mumbai,01-12-2014
Maruti Suzuki S-Presso,01-01-2014,621,Grey,Mumbai,01-01-2014
Maruti Suzuki S-Presso,01-02-2014,528,Grey,Mumbai,01-02-2014
Maruti Suzuki S-Presso,01-03-2014,537,Grey,Mumbai,01-03-2014
Maruti Suzuki S-Presso,01-04-2014,993,Grey,Mumbai,01-04-2014
Maruti Suzuki S-Presso,01-05-2014,695,Grey,Mumbai,01-05-2014
Maruti Suzuki S-Presso,01-06-2014,959,Grey,Mumbai,01-06-2014
Maruti Suzuki S-Presso,01-07-2014,447,Grey,Mumbai,01-07-2014
Maruti Suzuki S-Presso,01-08-2014,809,Grey,Mumbai,01-08-2014
Maruti Suzuki S-Presso,01-09-2014,351,Grey,Mumbai,01-09-2014
Maruti Suzuki S-Presso,01-10-2014,1064,Grey,Mumbai,01-10-2014
Maruti Suzuki S-Presso,01-11-2014,792,Grey,Mumbai,01-11-2014
Maruti Suzuki S-Presso,01-12-2014,659,Grey,Mumbai,01-12-2014
Maruti Suzuki Eeco,01-01-2014,468,Grey,Mumbai,01-01-2014
Maruti Suzuki Eeco,01-02-2014,854,Grey,Mumbai,01-02-2014
Maruti Suzuki Eeco,01-03-2014,851,Grey,Mumbai,01-03-2014
Maruti Suzuki Eeco,01-04-2014,779,Grey,Mumbai,01-04-2014
Maruti Suzuki Eeco,01-05-2014,867,Grey,Mumbai,01-05-2014
Maruti Suzuki Eeco,01-06-2014,1038,Grey,Mumbai,01-06-2014
Maruti Suzuki Eeco,01-07-2014,996,Grey,Mumbai,01-07-2014
Maruti Suzuki Eeco,01-08-2014,891,Grey,Mumbai,01-08-2014
Maruti Suzuki Eeco,01-09-2014,708,Grey,Mumbai,01-09-2014
Maruti Suzuki Eeco,01-10-2014,768,Grey,Mumbai,01-10-2014
Maruti Suzuki Eeco,01-11-2014,693,Grey,Mumbai,01-11-2014
Maruti Suzuki Eeco,01-12-2014,879,Grey,Mumbai,01-12-2014
Maruti Suzuki Celerio,01-01-2014,422,Grey,Mumbai,01-01-2014
Maruti Suzuki Celerio,01-02-2014,629,Grey,Mumbai,01-02-2014
Maruti Suzuki Celerio,01-03-2014,674,Grey,Mumbai,01-03-2014
Maruti Suzuki Celerio,01-04-2014,1241,Grey,Mumbai,01-04-2014
Maruti Suzuki Celerio,01-05-2014,903,Grey,Mumbai,01-05-2014
Maruti Suzuki Celerio,01-06-2014,886,Grey,Mumbai,01-06-2014
Maruti Suzuki Celerio,01-07-2014,962,Grey,Mumbai,01-07-2014
Maruti Suzuki Celerio,01-08-2014,792,Grey,Mumbai,01-08-2014
Maruti Suzuki Celerio,01-09-2014,518,Grey,Mumbai,01-09-2014
Maruti Suzuki Celerio,01-10-2014,790,Grey,Mumbai,01-10-2014
Maruti Suzuki Celerio,01-11-2014,847,Grey,Mumbai,01-11-2014
Maruti Suzuki Celerio,01-12-2014,732,Grey,Mumbai,01-12-2014
Maruti Suzuki Swift,01-01-2014,999,Grey,Mumbai,01-01-2014
Maruti Suzuki Swift,01-02-2014,689,Grey,Mumbai,01-02-2014
Maruti Suzuki Swift,01-03-2014,1158,Grey,Mumbai,01-03-2014
Maruti Suzuki Swift,01-04-2014,752,Grey,Mumbai,01-04-2014
Maruti Suzuki Swift,01-05-2014,866,Grey,Mumbai,01-05-2014
Maruti Suzuki Swift,01-06-2014,1209,Grey,Mumbai,01-06-2014
Maruti Suzuki Swift,01-07-2014,529,Grey,Mumbai,01-07-2014
Maruti Suzuki Swift,01-08-2014,970,Grey,Mumbai,01-08-2014
Maruti Suzuki Swift,01-09-2014,851,Grey,Mumbai,01-09-2014
Maruti Suzuki Swift,01-10-2014,639,Grey,Mumbai,01-10-2014
Maruti Suzuki Swift,01-11-2014,1259,Grey,Mumbai,01-11-2014
Maruti Suzuki Swift,01-12-2014,795,Grey,Mumbai,01-12-2014
Maruti Suzuki Grand Vitara,01-01-2014,253,Grey,Mumbai,01-01-2014
Maruti Suzuki Grand Vitara,01-02-2014,735,Grey,Mumbai,01-02-2014
Maruti Suzuki Grand Vitara,01-03-2014,957,Grey,Mumbai,01-03-2014
Maruti Suzuki Grand Vitara,01-04-2014,934,Grey,Mumbai,01-04-2014
Maruti Suzuki Grand Vitara,01-05-2014,1157,Grey,Mumbai,01-05-2014
Maruti Suzuki Grand Vitara,01-06-2014,900,Grey,Mumbai,01-06-2014
Maruti Suzuki Grand Vitara,01-07-2014,790,Grey,Mumbai,01-07-2014
Maruti Suzuki Grand Vitara,01-08-2014,763,Grey,Mumbai,01-08-2014
Maruti Suzuki Grand Vitara,01-09-2014,470,Grey,Mumbai,01-09-2014
Maruti Suzuki Grand Vitara,01-10-2014,406,Grey,Mumbai,01-10-2014
Maruti Suzuki Grand Vitara,01-11-2014,1008,Grey,Mumbai,01-11-2014
Maruti Suzuki Grand Vitara,01-12-2014,313,Grey,Mumbai,01-12-2014
Maruti Suzuki XL6,01-01-2014,912,Grey,Mumbai,01-01-2014
Maruti Suzuki XL6,01-02-2014,416,Grey,Mumbai,01-02-2014
Maruti Suzuki XL6,01-03-2014,815,Grey,Mumbai,01-03-2014
Maruti Suzuki XL6,01-04-2014,997,Grey,Mumbai,01-04-2014
Maruti Suzuki XL6,01-05-2014,702,Grey,Mumbai,01-05-2014
Maruti Suzuki XL6,01-06-2014,608,Grey,Mumbai,01-06-2014
Maruti Suzuki XL6,01-07-2014,406,Grey,Mumbai,01-07-2014
Maruti Suzuki XL6,01-08-2014,467,Grey,Mumbai,01-08-2014
Maruti Suzuki XL6,01-09-2014,674,Grey,Mumbai,01-09-2014
Maruti Suzuki XL6,01-10-2014,405,Grey,Mumbai,01-10-2014
Maruti Suzuki XL6,01-11-2014,723,Grey,Mumbai,01-11-2014
Maruti Suzuki XL6,01-12-2014,326,Grey,Mumbai,01-12-2014
Maruti Suzuki Brezza,01-01-2014,377,Grey,Mumbai,01-01-2014
Maruti Suzuki Brezza,01-02-2014,395,Grey,Mumbai,01-02-2014
Maruti Suzuki Brezza,01-03-2014,1023,Grey,Mumbai,01-03-2014
Maruti Suzuki Brezza,01-04-2014,737,Grey,Mumbai,01-04-2014
Maruti Suzuki Brezza,01-05-2014,887,Grey,Mumbai,01-05-2014
Maruti Suzuki Brezza,01-06-2014,610,Grey,Mumbai,01-06-2014
Maruti Suzuki Brezza,01-07-2014,933,Grey,Mumbai,01-07-2014
Maruti Suzuki Brezza,01-08-2014,625,Grey,Mumbai,01-08-2014
Maruti Suzuki Brezza,01-09-2014,759,Grey,Mumbai,01-09-2014
Maruti Suzuki Brezza,01-10-2014,569,Grey,Mumbai,01-10-2014
Maruti Suzuki Brezza,01-11-2014,1111,Grey,Mumbai,01-11-2014
Maruti Suzuki Brezza,01-12-2014,420,Grey,Mumbai,01-12-2014
Maruti Suzuki Dzire,01-01-2014,515,Grey,Mumbai,01-01-2014
Maruti Suzuki Dzire,01-02-2014,454,Grey,Mumbai,01-02-2014
Maruti Suzuki Dzire,01-03-2014,686,Grey,Mumbai,01-03-2014
Maruti Suzuki Dzire,01-04-2014,1261,Grey,Mumbai,01-04-2014
Maruti Suzuki Dzire,01-05-2014,1043,Grey,Mumbai,01-05-2014
Maruti Suzuki Dzire,01-06-2014,1043,Grey,Mumbai,01-06-2014
Maruti Suzuki Dzire,01-07-2014,1188,Grey,Mumbai,01-07-2014
Maruti Suzuki Dzire,01-08-2014,548,Grey,Mumbai,01-08-2014
Maruti Suzuki Dzire,01-09-2014,484,Grey,Mumbai,01-09-2014
Maruti Suzuki Dzire,01-10-2014,443,Grey,Mumbai,01-10-2014
Maruti Suzuki Dzire,01-11-2014,581,Grey,Mumbai,01-11-2014
Maruti Suzuki Dzire,01-12-2014,447,Grey,Mumbai,01-12-2014
Maruti Suzuki Alto 800,01-01-2015,977,Grey,Mumbai,01-01-2015
Maruti Suzuki Alto 800,01-02-2015,848,Grey,Mumbai,01-02-2015
Maruti Suzuki Alto 800,01-03-2015,1133,Grey,Mumbai,01-03-2015
Maruti Suzuki Alto 800,01-04-2015,1058,Grey,Mumbai,01-04-2015
Maruti Suzuki Alto 800,01-05-2015,1068,Grey,Mumbai,01-05-2015
Maruti Suzuki Alto 800,01-06-2015,827,Grey,Mumbai,01-06-2015
Maruti Suzuki Alto 800,01-07-2015,823,Grey,Mumbai,01-07-2015
Maruti Suzuki Alto 800,01-08-2015,831,Grey,Mumbai,01-08-2015
Maruti Suzuki Alto 800,01-09-2015,791,Grey,Mumbai,01-09-2015
Maruti Suzuki Alto 800,01-10-2015,643,Grey,Mumbai,01-10-2015
Maruti Suzuki Alto 800,01-11-2015,490,Grey,Mumbai,01-11-2015
Maruti Suzuki Alto 800,01-12-2015,764,Grey,Mumbai,01-12-2015
Maruti Suzuki Alto K10,01-01-2015,560,Grey,Mumbai,01-01-2015
Maruti Suzuki Alto K10,01-02-2015,661,Grey,Mumbai,01-02-2015
Maruti Suzuki Alto K10,01-03-2015,781,Grey,Mumbai,01-03-2015
Maruti Suzuki Alto K10,01-04-2015,1040,Grey,Mumbai,01-04-2015
Maruti Suzuki Alto K10,01-05-2015,786,Grey,Mumbai,01-05-2015
Maruti Suzuki Alto K10,01-06-2015,1175,Grey,Mumbai,01-06-2015
Maruti Suzuki Alto K10,01-07-2015,796,Grey,Mumbai,01-07-2015
Maruti Suzuki Alto K10,01-08-2015,963,Grey,Mumbai,01-08-2015
Maruti Suzuki Alto K10,01-09-2015,855,Grey,Mumbai,01-09-2015
Maruti Suzuki Alto K10,01-10-2015,741,Grey,Mumbai,01-10-2015
Maruti Suzuki Alto K10,01-11-2015,532,Grey,Mumbai,01-11-2015
Maruti Suzuki Alto K10,01-12-2015,793,Grey,Mumbai,01-12-2015
Maruti Suzuki S-Presso,01-01-2015,1034,Grey,Mumbai,01-01-2015
Maruti Suzuki S-Presso,01-02-2015,443,Grey,Mumbai,01-02-2015
Maruti Suzuki S-Presso,01-03-2015,974,Grey,Mumbai,01-03-2015
Maruti Suzuki S-Presso,01-04-2015,1321,Grey,Mumbai,01-04-2015
Maruti Suzuki S-Presso,01-05-2015,1371,Grey,Mumbai,01-05-2015
Maruti Suzuki S-Presso,01-06-2015,1010,Grey,Mumbai,01-06-2015
Maruti Suzuki S-Presso,01-07-2015,780,Grey,Mumbai,01-07-2015
Maruti Suzuki S-Presso,01-08-2015,557,Grey,Mumbai,01-08-2015
Maruti Suzuki S-Presso,01-09-2015,512,Grey,Mumbai,01-09-2015
Maruti Suzuki S-Presso,01-10-2015,924,Grey,Mumbai,01-10-2015
Maruti Suzuki S-Presso,01-11-2015,982,Grey,Mumbai,01-11-2015
Maruti Suzuki S-Presso,01-12-2015,1012,Grey,Mumbai,01-12-2015
Maruti Suzuki Eeco,01-01-2015,1041,Grey,Mumbai,01-01-2015
Maruti Suzuki Eeco,01-02-2015,643,Grey,Mumbai,01-02-2015
Maruti Suzuki Eeco,01-03-2015,764,Grey,Mumbai,01-03-2015
Maruti Suzuki Eeco,01-04-2015,780,Grey,Mumbai,01-04-2015
Maruti Suzuki Eeco,01-05-2015,1412,Grey,Mumbai,01-05-2015
Maruti Suzuki Eeco,01-06-2015,960,Grey,Mumbai,01-06-2015
Maruti Suzuki Eeco,01-07-2015,998,Grey,Mumbai,01-07-2015
Maruti Suzuki Eeco,01-08-2015,725,Grey,Mumbai,01-08-2015
Maruti Suzuki Eeco,01-09-2015,479,Grey,Mumbai,01-09-2015
Maruti Suzuki Eeco,01-10-2015,1016,Grey,Mumbai,01-10-2015
Maruti Suzuki Eeco,01-11-2015,691,Grey,Mumbai,01-11-2015
Maruti Suzuki Eeco,01-12-2015,723,Grey,Mumbai,01-12-2015
Maruti Suzuki Celerio,01-01-2015,881,Grey,Mumbai,01-01-2015
Maruti Suzuki Celerio,01-02-2015,886,Grey,Mumbai,01-02-2015
Maruti Suzuki Celerio,01-03-2015,1173,Grey,Mumbai,01-03-2015
Maruti Suzuki Celerio,01-04-2015,1139,Grey,Mumbai,01-04-2015
Maruti Suzuki Celerio,01-05-2015,1517,Grey,Mumbai,01-05-2015
Maruti Suzuki Celerio,01-06-2015,1251,Grey,Mumbai,01-06-2015
Maruti Suzuki Celerio,01-07-2015,1237,Grey,Mumbai,01-07-2015
Maruti Suzuki Celerio,01-08-2015,1007,Grey,Mumbai,01-08-2015
Maruti Suzuki Celerio,01-09-2015,891,Grey,Mumbai,01-09-2015
Maruti Suzuki Celerio,01-10-2015,870,Grey,Mumbai,01-10-2015
Maruti Suzuki Celerio,01-11-2015,1087,Grey,Mumbai,01-11-2015
Maruti Suzuki Celerio,01-12-2015,1123,Grey,Mumbai,01-12-2015
Maruti Suzuki Swift,01-01-2015,790,Grey,Mumbai,01-01-2015
Maruti Suzuki Swift,01-02-2015,1117,Grey,Mumbai,01-02-2015
Maruti Suzuki Swift,01-03-2015,1094,Grey,Mumbai,01-03-2015
Maruti Suzuki Swift,01-04-2015,1469,Grey,Mumbai,01-04-2015
Maruti Suzuki Swift,01-05-2015,1659,Grey,Mumbai,01-05-2015
Maruti Suzuki Swift,01-06-2015,1382,Grey,Mumbai,01-06-2015
Maruti Suzuki Swift,01-07-2015,962,Grey,Mumbai,01-07-2015
Maruti Suzuki Swift,01-08-2015,893,Grey,Mumbai,01-08-2015
Maruti Suzuki Swift,01-09-2015,667,Grey,Mumbai,01-09-2015
Maruti Suzuki Swift,01-10-2015,849,Grey,Mumbai,01-10-2015
Maruti Suzuki Swift,01-11-2015,781,Grey,Mumbai,01-11-2015
Maruti Suzuki Swift,01-12-2015,1136,Grey,Mumbai,01-12-2015
Maruti Suzuki Grand Vitara,01-01-2015,628,Grey,Mumbai,01-01-2015
Maruti Suzuki Grand Vitara,01-02-2015,876,Grey,Mumbai,01-02-2015
Maruti Suzuki Grand Vitara,01-03-2015,579,Grey,Mumbai,01-03-2015
Maruti Suzuki Grand Vitara,01-04-2015,667,Grey,Mumbai,01-04-2015
Maruti Suzuki Grand Vitara,01-05-2015,1215,Grey,Mumbai,01-05-2015
Maruti Suzuki Grand Vitara,01-06-2015,1000,Grey,Mumbai,01-06-2015
Maruti Suzuki Grand Vitara,01-07-2015,706,Grey,Mumbai,01-07-2015
Maruti Suzuki Grand Vitara,01-08-2015,544,Grey,Mumbai,01-08-2015
Maruti Suzuki Grand Vitara,01-09-2015,812,Grey,Mumbai,01-09-2015
Maruti Suzuki Grand Vitara,01-10-2015,949,Grey,Mumbai,01-10-2015
Maruti Suzuki Grand Vitara,01-11-2015,521,Grey,Mumbai,01-11-2015
Maruti Suzuki Grand Vitara,01-12-2015,854,Grey,Mumbai,01-12-2015
Maruti Suzuki XL6,01-01-2015,570,Grey,Mumbai,01-01-2015
Maruti Suzuki XL6,01-02-2015,681,Grey,Mumbai,01-02-2015
Maruti Suzuki XL6,01-03-2015,1232,Grey,Mumbai,01-03-2015
Maruti Suzuki XL6,01-04-2015,1205,Grey,Mumbai,01-04-2015
Maruti Suzuki XL6,01-05-2015,1263,Grey,Mumbai,01-05-2015
Maruti Suzuki XL6,01-06-2015,1199,Grey,Mumbai,01-06-2015
Maruti Suzuki XL6,01-07-2015,792,Grey,Mumbai,01-07-2015
Maruti Suzuki XL6,01-08-2015,453,Grey,Mumbai,01-08-2015
Maruti Suzuki XL6,01-09-2015,423,Grey,Mumbai,01-09-2015
Maruti Suzuki XL6,01-10-2015,820,Grey,Mumbai,01-10-2015
Maruti Suzuki XL6,01-11-2015,879,Grey,Mumbai,01-11-2015
Maruti Suzuki XL6,01-12-2015,1063,Grey,Mumbai,01-12-2015
Maruti Suzuki Brezza,01-01-2015,425,Grey,Mumbai,01-01-2015
Maruti Suzuki Brezza,01-02-2015,559,Grey,Mumbai,01-02-2015
Maruti Suzuki Brezza,01-03-2015,878,Grey,Mumbai,01-03-2015
Maruti Suzuki Brezza,01-04-2015,990,Grey,Mumbai,01-04-2015
Maruti Suzuki Brezza,01-05-2015,1088,Grey,Mumbai,01-05-2015
Maruti Suzuki Brezza,01-06-2015,1295,Grey,Mumbai,01-06-2015
Maruti Suzuki Brezza,01-07-2015,613,Grey,Mumbai,01-07-2015
Maruti Suzuki Brezza,01-08-2015,346,Grey,Mumbai,01-08-2015
Maruti Suzuki Brezza,01-09-2015,414,Grey,Mumbai,01-09-2015
Maruti Suzuki Brezza,01-10-2015,542,Grey,Mumbai,01-10-2015
Maruti Suzuki Brezza,01-11-2015,574,Grey,Mumbai,01-11-2015
Maruti Suzuki Brezza,01-12-2015,447,Grey,Mumbai,01-12-2015
Maruti Suzuki Dzire,01-01-2015,921,Grey,Mumbai,01-01-2015
Maruti Suzuki Dzire,01-02-2015,1100,Grey,Mumbai,01-02-2015
Maruti Suzuki Dzire,01-03-2015,959,Grey,Mumbai,01-03-2015
Maruti Suzuki Dzire,01-04-2015,898,Grey,Mumbai,01-04-2015
Maruti Suzuki Dzire,01-05-2015,926,Grey,Mumbai,01-05-2015
Maruti Suzuki Dzire,01-06-2015,727,Grey,Mumbai,01-06-2015
Maruti Suzuki Dzire,01-07-2015,1088,Grey,Mumbai,01-07-2015
Maruti Suzuki Dzire,01-08-2015,671,Grey,Mumbai,01-08-2015
Maruti Suzuki Dzire,01-09-2015,580,Grey,Mumbai,01-09-2015
Maruti Suzuki Dzire,01-10-2015,815,Grey,Mumbai,01-10-2015
Maruti Suzuki Dzire,01-11-2015,1101,Grey,Mumbai,01-11-2015
Maruti Suzuki Dzire,01-12-2015,595,Grey,Mumbai,01-12-2015
Maruti Suzuki Alto 800,01-01-2016,567,Grey,Mumbai,01-01-2016
Maruti Suzuki Alto 800,01-02-2016,712,Grey,Mumbai,01-02-2016
Maruti Suzuki Alto 800,01-03-2016,985,Grey,Mumbai,01-03-2016
Maruti Suzuki Alto 800,01-04-2016,1273,Grey,Mumbai,01-04-2016
Maruti Suzuki Alto 800,01-05-2016,1020,Grey,Mumbai,01-05-2016
Maruti Suzuki Alto 800,01-06-2016,1086,Grey,Mumbai,01-06-2016
Maruti Suzuki Alto 800,01-07-2016,1115,Grey,Mumbai,01-07-2016
Maruti Suzuki Alto 800,01-08-2016,748,Grey,Mumbai,01-08-2016
Maruti Suzuki Alto 800,01-09-2016,565,Grey,Mumbai,01-09-2016
Maruti Suzuki Alto 800,01-10-2016,535,Grey,Mumbai,01-10-2016
Maruti Suzuki Alto 800,01-11-2016,714,Grey,Mumbai,01-11-2016
Maruti Suzuki Alto 800,01-12-2016,685,Grey,Mumbai,01-12-2016
Maruti Suzuki Alto K10,01-01-2016,897,Grey,Mumbai,01-01-2016
Maruti Suzuki Alto K10,01-02-2016,578,Grey,Mumbai,01-02-2016
Maruti Suzuki Alto K10,01-03-2016,682,Grey,Mumbai,01-03-2016
Maruti Suzuki Alto K10,01-04-2016,1074,Grey,Mumbai,01-04-2016
Maruti Suzuki Alto K10,01-05-2016,1233,Grey,Mumbai,01-05-2016
Maruti Suzuki Alto K10,01-06-2016,1176,Grey,Mumbai,01-06-2016
Maruti Suzuki Alto K10,01-07-2016,666,Grey,Mumbai,01-07-2016
Maruti Suzuki Alto K10,01-08-2016,887,Grey,Mumbai,01-08-2016
Maruti Suzuki Alto K10,01-09-2016,964,Grey,Mumbai,01-09-2016
Maruti Suzuki Alto K10,01-10-2016,1017,Grey,Mumbai,01-10-2016
Maruti Suzuki Alto K10,01-11-2016,1262,Grey,Mumbai,01-11-2016
Maruti Suzuki Alto K10,01-12-2016,558,Grey,Mumbai,01-12-2016
Maruti Suzuki S-Presso,01-01-2016,546,Grey,Mumbai,01-01-2016
Maruti Suzuki S-Presso,01-02-2016,583,Grey,Mumbai,01-02-2016
Maruti Suzuki S-Presso,01-03-2016,596,Grey,Mumbai,01-03-2016
Maruti Suzuki S-Presso,01-04-2016,919,Grey,Mumbai,01-04-2016
Maruti Suzuki S-Presso,01-05-2016,1077,Grey,Mumbai,01-05-2016
Maruti Suzuki S-Presso,01-06-2016,968,Grey,Mumbai,01-06-2016
Maruti Suzuki S-Presso,01-07-2016,686,Grey,Mumbai,01-07-2016
Maruti Suzuki S-Presso,01-08-2016,914,Grey,Mumbai,01-08-2016
Maruti Suzuki S-Presso,01-09-2016,468,Grey,Mumbai,01-09-2016
Maruti Suzuki S-Presso,01-10-2016,761,Grey,Mumbai,01-10-2016
Maruti Suzuki S-Presso,01-11-2016,774,Grey,Mumbai,01-11-2016
Maruti Suzuki S-Presso,01-12-2016,919,Grey,Mumbai,01-12-2016
Maruti Suzuki Eeco,01-01-2016,1117,Grey,Mumbai,01-01-2016
Maruti Suzuki Eeco,01-02-2016,667,Grey,Mumbai,01-02-2016
Maruti Suzuki Eeco,01-03-2016,598,Grey,Mumbai,01-03-2016
Maruti Suzuki Eeco,01-04-2016,920,Grey,Mumbai,01-04-2016
Maruti Suzuki Eeco,01-05-2016,965,Grey,Mumbai,01-05-2016
Maruti Suzuki Eeco,01-06-2016,1194,Grey,Mumbai,01-06-2016
Maruti Suzuki Eeco,01-07-2016,762,Grey,Mumbai,01-07-2016
Maruti Suzuki Eeco,01-08-2016,929,Grey,Mumbai,01-08-2016
Maruti Suzuki Eeco,01-09-2016,366,Grey,Mumbai,01-09-2016
Maruti Suzuki Eeco,01-10-2016,847,Grey,Mumbai,01-10-2016
Maruti Suzuki Eeco,01-11-2016,1280,Grey,Mumbai,01-11-2016
Maruti Suzuki Eeco,01-12-2016,937,Grey,Mumbai,01-12-2016
Maruti Suzuki Celerio,01-01-2016,791,Grey,Mumbai,01-01-2016
Maruti Suzuki Celerio,01-02-2016,524,Grey,Mumbai,01-02-2016
Maruti Suzuki Celerio,01-03-2016,1092,Grey,Mumbai,01-03-2016
Maruti Suzuki Celerio,01-04-2016,1596,Grey,Mumbai,01-04-2016
Maruti Suzuki Celerio,01-05-2016,1257,Grey,Mumbai,01-05-2016
Maruti Suzuki Celerio,01-06-2016,993,Grey,Mumbai,01-06-2016
Maruti Suzuki Celerio,01-07-2016,1171,Grey,Mumbai,01-07-2016
Maruti Suzuki Celerio,01-08-2016,997,Grey,Mumbai,01-08-2016
Maruti Suzuki Celerio,01-09-2016,635,Grey,Mumbai,01-09-2016
Maruti Suzuki Celerio,01-10-2016,1142,Grey,Mumbai,01-10-2016
Maruti Suzuki Celerio,01-11-2016,1195,Grey,Mumbai,01-11-2016
Maruti Suzuki Celerio,01-12-2016,1010,Grey,Mumbai,01-12-2016
Maruti Suzuki Swift,01-01-2016,542,Grey,Mumbai,01-01-2016
Maruti Suzuki Swift,01-02-2016,1211,Grey,Mumbai,01-02-2016
Maruti Suzuki Swift,01-03-2016,1302,Grey,Mumbai,01-03-2016
Maruti Suzuki Swift,01-04-2016,1296,Grey,Mumbai,01-04-2016
Maruti Suzuki Swift,01-05-2016,950,Grey,Mumbai,01-05-2016
Maruti Suzuki Swift,01-06-2016,1105,Grey,Mumbai,01-06-2016
Maruti Suzuki Swift,01-07-2016,1173,Grey,Mumbai,01-07-2016
Maruti Suzuki Swift,01-08-2016,1022,Grey,Mumbai,01-08-2016
Maruti Suzuki Swift,01-09-2016,461,Grey,Mumbai,01-09-2016
Maruti Suzuki Swift,01-10-2016,687,Grey,Mumbai,01-10-2016
Maruti Suzuki Swift,01-11-2016,1404,Grey,Mumbai,01-11-2016
Maruti Suzuki Swift,01-12-2016,1058,Grey,Mumbai,01-12-2016
Maruti Suzuki Grand Vitara,01-01-2016,853,Grey,Mumbai,01-01-2016
Maruti Suzuki Grand Vitara,01-02-2016,735,Grey,Mumbai,01-02-2016
Maruti Suzuki Grand Vitara,01-03-2016,777,Grey,Mumbai,01-03-2016
Maruti Suzuki Grand Vitara,01-04-2016,1399,Grey,Mumbai,01-04-2016
Maruti Suzuki Grand Vitara,01-05-2016,1006,Grey,Mumbai,01-05-2016
Maruti Suzuki Grand Vitara,01-06-2016,966,Grey,Mumbai,01-06-2016
Maruti Suzuki Grand Vitara,01-07-2016,739,Grey,Mumbai,01-07-2016
Maruti Suzuki Grand Vitara,01-08-2016,468,Grey,Mumbai,01-08-2016
Maruti Suzuki Grand Vitara,01-09-2016,419,Grey,Mumbai,01-09-2016
Maruti Suzuki Grand Vitara,01-10-2016,1168,Grey,Mumbai,01-10-2016
Maruti Suzuki Grand Vitara,01-11-2016,1241,Grey,Mumbai,01-11-2016
Maruti Suzuki Grand Vitara,01-12-2016,715,Grey,Mumbai,01-12-2016
Maruti Suzuki XL6,01-01-2016,1021,Grey,Mumbai,01-01-2016
Maruti Suzuki XL6,01-02-2016,642,Grey,Mumbai,01-02-2016
Maruti Suzuki XL6,01-03-2016,1060,Grey,Mumbai,01-03-2016
Maruti Suzuki XL6,01-04-2016,1097,Grey,Mumbai,01-04-2016
Maruti Suzuki XL6,01-05-2016,1115,Grey,Mumbai,01-05-2016
Maruti Suzuki XL6,01-06-2016,1191,Grey,Mumbai,01-06-2016
Maruti Suzuki XL6,01-07-2016,686,Grey,Mumbai,01-07-2016
Maruti Suzuki XL6,01-08-2016,468,Grey,Mumbai,01-08-2016
Maruti Suzuki XL6,01-09-2016,599,Grey,Mumbai,01-09-2016
Maruti Suzuki XL6,01-10-2016,810,Grey,Mumbai,01-10-2016
Maruti Suzuki XL6,01-11-2016,615,Grey,Mumbai,01-11-2016
Maruti Suzuki XL6,01-12-2016,868,Grey,Mumbai,01-12-2016
Maruti Suzuki Brezza,01-01-2016,432,Grey,Mumbai,01-01-2016
Maruti Suzuki Brezza,01-02-2016,894,Grey,Mumbai,01-02-2016
Maruti Suzuki Brezza,01-03-2016,931,Grey,Mumbai,01-03-2016
Maruti Suzuki Brezza,01-04-2016,971,Grey,Mumbai,01-04-2016
Maruti Suzuki Brezza,01-05-2016,1062,Grey,Mumbai,01-05-2016
Maruti Suzuki Brezza,01-06-2016,942,Grey,Mumbai,01-06-2016
Maruti Suzuki Brezza,01-07-2016,1114,Grey,Mumbai,01-07-2016
Maruti Suzuki Brezza,01-08-2016,782,Grey,Mumbai,01-08-2016
Maruti Suzuki Brezza,01-09-2016,939,Grey,Mumbai,01-09-2016
Maruti Suzuki Brezza,01-10-2016,957,Grey,Mumbai,01-10-2016
Maruti Suzuki Brezza,01-11-2016,820,Grey,Mumbai,01-11-2016
Maruti Suzuki Brezza,01-12-2016,915,Grey,Mumbai,01-12-2016
Maruti Suzuki Dzire,01-01-2016,918,Grey,Mumbai,01-01-2016
Maruti Suzuki Dzire,01-02-2016,812,Grey,Mumbai,01-02-2016
Maruti Suzuki Dzire,01-03-2016,1113,Grey,Mumbai,01-03-2016
Maruti Suzuki Dzire,01-04-2016,1307,Grey,Mumbai,01-04-2016
Maruti Suzuki Dzire,01-05-2016,1417,Grey,Mumbai,01-05-2016
Maruti Suzuki Dzire,01-06-2016,1120,Grey,Mumbai,01-06-2016
Maruti Suzuki Dzire,01-07-2016,1057,Grey,Mumbai,01-07-2016
Maruti Suzuki Dzire,01-08-2016,971,Grey,Mumbai,01-08-2016
Maruti Suzuki Dzire,01-09-2016,873,Grey,Mumbai,01-09-2016
Maruti Suzuki Dzire,01-10-2016,1237,Grey,Mumbai,01-10-2016
Maruti Suzuki Dzire,01-11-2016,1230,Grey,Mumbai,01-11-2016
Maruti Suzuki Dzire,01-12-2016,1003,Grey,Mumbai,01-12-2016
Maruti Suzuki Alto 800,01-01-2017,700,Grey,Mumbai,01-01-2017
